scenario_id,scenario_role,line_number,timestamp,stream_id,src_ip,dst_ip,service,control_object,control_action,ctl_num,origin_identifier,final_tag,protocol_reasons,stat_reasons,anomaly_score,supervised_is_anomaly,meta_fusion_score,meta_prediction,sequence_branch_score,sequence_positive_prediction,review_label,keep_for_training,review_notes
scenario_0013,context,269494,2026-02-15T14:12:42.043702,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999696341524716,1.0,0.9994623,1.0,,,
scenario_0013,core,269495,2026-02-15T14:12:42.062247,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,0.9999999999995944,1.0,0.9993819,1.0,,,
scenario_0013,context,269498,2026-02-15T14:12:44.901251,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q1CSWI1$CO$Pos,Oper,173.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.999967967010479,1.0,0.9995301,1.0,,,
scenario_0013,context,269499,2026-02-15T14:12:44.916866,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999696004434256,1.0,0.99953103,1.0,,,
scenario_0013,context,269500,2026-02-15T14:12:45.248701,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.999970162221708,1.0,0.99945885,1.0,,,
scenario_0013,context,269501,2026-02-15T14:12:45.747432,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702009103878,1.0,0.99936956,1.0,,,
scenario_0013,context,269506,2026-02-15T14:12:47.336972,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702018964272,1.0,0.9992888,1.0,,,
scenario_0013,context,269507,2026-02-15T14:12:47.358441,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999701948724734,1.0,0.9993518,1.0,,,
scenario_0013,context,269533,2026-02-15T14:12:57.353774,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.9999852683941268,1.0,0.9991129,1.0,,,
scenario_0013,context,269534,2026-02-15T14:12:57.357679,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.9998567971095308,1.0,0.9987037,1.0,,,
scenario_0013,context,269558,2026-02-15T14:13:07.366495,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9913327474036217,1.0,0.9947227,1.0,,,
scenario_0013,context,269559,2026-02-15T14:13:07.369423,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9891318452745922,1.0,0.9944272,1.0,,,
scenario_0013,context,269568,2026-02-15T14:13:08.058469,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q1CSWI1$CO$Pos,SBOw,175.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9998660623854148,1.0,0.9993024,1.0,,,
scenario_0013,context,269569,2026-02-15T14:13:08.084821,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999378249645404,1.0,0.9993942,1.0,,,
scenario_0013,core,269570,2026-02-15T14:13:08.108244,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_without_matching_write,,45.0,1,0.9999999980015436,1.0,0.99933976,1.0,,,
scenario_0013,context,269579,2026-02-15T14:13:10.738087,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q1CSWI1$CO$Pos,Oper,175.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.99996800883771,1.0,0.9993631,1.0,,,
scenario_0013,context,269580,2026-02-15T14:13:10.763463,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999684908401728,1.0,0.9994273,1.0,,,
scenario_0013,context,269581,2026-02-15T14:13:11.031859,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702111693992,1.0,0.9993949,1.0,,,
scenario_0013,context,269582,2026-02-15T14:13:11.530546,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702011776056,1.0,0.99935824,1.0,,,
scenario_0013,context,269583,2026-02-15T14:13:13.120556,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702077469866,1.0,0.9992878,1.0,,,
scenario_0013,context,269584,2026-02-15T14:13:13.131292,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702088873909,1.0,0.9993523,1.0,,,
scenario_0013,context,269585,2026-02-15T14:13:13.178138,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702052359296,1.0,0.9992337,1.0,,,
scenario_0013,context,269606,2026-02-15T14:13:20.123778,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q0CSWI1$CO$Pos,SBOw,176.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9998859312670976,1.0,0.9994074,1.0,,,
scenario_0013,context,269607,2026-02-15T14:13:20.148178,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999604569618932,1.0,0.99952924,1.0,,,
scenario_0013,core,269608,2026-02-15T14:13:20.150131,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,0.9999999992318176,1.0,0.9994672,1.0,,,
scenario_0013,context,269611,2026-02-15T14:13:23.554882,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q0CSWI1$CO$Pos,Oper,176.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,0.9999667098798136,1.0,0.999522,1.0,,,
scenario_0013,context,269612,2026-02-15T14:13:23.574404,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,0.9999683392096008,1.0,0.99952865,1.0,,,
scenario_0013,context,269613,2026-02-15T14:13:23.598802,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999689826787036,1.0,0.9994585,1.0,,,
scenario_0013,context,269614,2026-02-15T14:13:23.643698,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999701805281777,1.0,0.99936074,1.0,,,
scenario_0013,context,269615,2026-02-15T14:13:23.653458,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999702008483388,1.0,0.99929,1.0,,,
scenario_0013,context,269639,2026-02-15T14:13:33.782621,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.999987750378025,1.0,0.9992567,1.0,,,
scenario_0013,context,269640,2026-02-15T14:13:33.787499,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.9999591624100586,1.0,0.9988048,1.0,,,
scenario_0014,context,271459,2026-02-15T14:26:55.475632,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0014,context,271460,2026-02-15T14:26:55.511744,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0014,context,271481,2026-02-15T14:27:05.498546,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0014,context,271482,2026-02-15T14:27:05.514164,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0014,core,271492,2026-02-15T14:27:08.472590,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0014,context,271498,2026-02-15T14:27:08.883479,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0014,core,271499,2026-02-15T14:27:09.372988,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0014,core,271502,2026-02-15T14:27:10.976533,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0014,context,271525,2026-02-15T14:27:20.973525,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0014,context,271526,2026-02-15T14:27:20.977429,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0015,context,271547,2026-02-15T14:27:30.981815,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,context,271548,2026-02-15T14:27:31.009143,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,context,271569,2026-02-15T14:27:40.986802,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,context,271570,2026-02-15T14:27:41.006321,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,core,271573,2026-02-15T14:27:43.993681,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0015,context,271575,2026-02-15T14:27:44.413355,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,core,271578,2026-02-15T14:27:44.911834,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0015,core,271581,2026-02-15T14:27:46.516086,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0015,context,271602,2026-02-15T14:27:56.524375,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0015,context,271603,2026-02-15T14:27:56.535110,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0015,context,271626,2026-02-15T14:28:06.531793,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0015,context,271627,2026-02-15T14:28:06.559121,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,context,283426,2026-02-15T15:55:07.827869,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,context,283427,2026-02-15T15:55:07.869838,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,context,283447,2026-02-15T15:55:17.822947,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,context,283448,2026-02-15T15:55:17.826850,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,core,283463,2026-02-15T15:55:23.961926,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_without_matching_write,,45.0,1,,,,,,,
scenario_0016,core,283464,2026-02-15T15:55:24.125892,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0016,context,283485,2026-02-15T15:55:34.125953,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0016,context,283486,2026-02-15T15:55:34.188415,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0016,context,283508,2026-02-15T15:55:44.135198,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0016,context,283509,2026-02-15T15:55:44.137149,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0017,context,283530,2026-02-15T15:55:54.138481,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9948557324839492,1.0,0.99067336,1.0,,,
scenario_0017,context,283531,2026-02-15T15:55:54.222417,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9679688927337848,0.0,0.9883377,1.0,,,
scenario_0017,context,283553,2026-02-15T15:56:04.164722,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9639400047855776,0.0,0.9419699,1.0,,,
scenario_0017,context,283554,2026-02-15T15:56:04.210591,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,0.9257018981316798,0.0,0.21334805,0.0,,,
scenario_0017,core,283565,2026-02-15T15:56:10.102099,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_ctlnum_regression;report_without_matching_write,,50.0,1,0.9999999988159494,1.0,0.86596036,1.0,,,
scenario_0017,context,283566,2026-02-15T15:56:10.542265,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,0.9999701275064284,1.0,0.9846801,1.0,,,
scenario_0017,core,283568,2026-02-15T15:56:11.040755,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,0.999999999999611,1.0,0.99586177,1.0,,,
scenario_0017,core,283577,2026-02-15T15:56:12.646715,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,0.9999999999996108,1.0,0.9972791,1.0,,,
scenario_0017,context,283600,2026-02-15T15:56:22.791199,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.9999888455674396,1.0,0.9972119,1.0,,,
scenario_0017,context,283601,2026-02-15T15:56:22.793150,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,0.9999773918978658,1.0,0.9965397,1.0,,,
scenario_0018,context,283622,2026-02-15T15:56:32.798356,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,context,283623,2026-02-15T15:56:32.804212,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,context,283644,2026-02-15T15:56:42.811921,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,context,283645,2026-02-15T15:56:42.813874,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,core,283647,2026-02-15T15:56:43.181819,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0018,context,283648,2026-02-15T15:56:43.610276,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,core,283650,2026-02-15T15:56:44.101198,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0018,core,283655,2026-02-15T15:56:45.705331,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0018,context,283677,2026-02-15T15:56:55.699653,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0018,context,283678,2026-02-15T15:56:55.702581,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0018,core,283694,2026-02-15T15:57:02.906720,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0018,context,283695,2026-02-15T15:57:03.043359,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,core,283696,2026-02-15T15:57:03.104847,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0018,context,283717,2026-02-15T15:57:13.111357,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0018,context,283718,2026-02-15T15:57:13.117214,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,interarrival_outlier,25.0,1,,,,,,,
scenario_0018,context,283740,2026-02-15T15:57:23.153616,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0018,context,283741,2026-02-15T15:57:23.169233,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350639,2026-02-16T00:09:08.679090,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350640,2026-02-16T00:09:08.682994,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350662,2026-02-16T00:09:18.531577,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q0CSWI1$CO$Pos,SBOw,179.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0019,context,350663,2026-02-16T00:09:18.557927,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,core,350664,2026-02-16T00:09:18.654551,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_without_matching_write,,80.0,1,,,,,,,
scenario_0019,context,350667,2026-02-16T00:09:21.423639,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q0CSWI1$CO$Pos,Oper,179.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0019,context,350668,2026-02-16T00:09:21.462677,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350669,2026-02-16T00:09:21.568788,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350670,2026-02-16T00:09:21.595701,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350671,2026-02-16T00:09:21.929128,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350692,2026-02-16T00:09:30.421420,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q2CSWI1$CO$Pos,SBOw,180.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0019,context,350693,2026-02-16T00:09:30.431180,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,core,350694,2026-02-16T00:09:30.444845,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,likely-attack,unexpected_octet_identity_in_control_context;report_origin_not_seen_in_writes;report_ctlnum_regression;report_without_matching_write,,85.0,1,,,,,,,
scenario_0019,context,350711,2026-02-16T00:09:36.530647,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q2CSWI1$CO$Pos,Oper,180.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0019,context,350712,2026-02-16T00:09:36.552118,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350714,2026-02-16T00:09:36.863024,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350715,2026-02-16T00:09:37.367090,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350718,2026-02-16T00:09:38.950993,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350719,2026-02-16T00:09:38.966608,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0019,context,350720,2026-02-16T00:09:38.980272,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,context,351274,2026-02-16T00:13:39.599934,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,context,351275,2026-02-16T00:13:39.603839,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,context,351296,2026-02-16T00:13:49.708135,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,context,351297,2026-02-16T00:13:49.714967,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,GET_NAME_LIST,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,context,351301,2026-02-16T00:13:52.954362,10.0.19.39:56633-10.0.19.47:102,10.0.19.39,10.0.19.47,WRITE,E01A103_CTRL/Q2CSWI1$CO$Pos,SBOw,183.0,SAT200: 10.0.19.39 Origin:128,normal,,,0.0,1,,,,,,,
scenario_0020,context,351302,2026-02-16T00:13:52.963146,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,WRITE,,,,,normal,,,0.0,1,,,,,,,
scenario_0020,core,351303,2026-02-16T00:13:52.991449,10.0.19.39:56633-10.0.19.47:102,10.0.19.47,10.0.19.39,UNCONFIRMED,,,,,failed-control,report_without_matching_write,,45.0,1,,,,,,,
