line_number,timestamp,tag,seed_is_attack,supervised_is_anomaly,scenario_id,scenario_role,scenario_seed_count,scenario_member_count,scenario_group_key,scenario_window_start_line,scenario_window_end_line,scenario_core_start_line,scenario_core_end_line,scenario_start_timestamp,scenario_end_timestamp,scenario_duration_seconds,stream_id
43692,2026-02-14T07:12:45.468179,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43693,2026-02-14T07:12:45.597985,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43704,2026-02-14T07:12:55.290695,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43705,2026-02-14T07:12:55.300455,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43706,2026-02-14T07:12:55.404884,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43707,2026-02-14T07:12:55.420501,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43708,2026-02-14T07:12:55.439044,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43709,2026-02-14T07:12:55.450755,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43710,2026-02-14T07:12:55.516146,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43711,2026-02-14T07:12:55.591296,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43722,2026-02-14T07:13:05.291020,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43723,2026-02-14T07:13:05.300777,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43724,2026-02-14T07:13:05.405207,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43725,2026-02-14T07:13:05.419850,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43726,2026-02-14T07:13:05.430583,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43727,2026-02-14T07:13:05.450103,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43728,2026-02-14T07:13:05.460839,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43729,2026-02-14T07:13:05.590644,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43740,2026-02-14T07:13:15.290820,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43741,2026-02-14T07:13:15.300580,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43742,2026-02-14T07:13:15.405987,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43743,2026-02-14T07:13:15.420626,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43744,2026-02-14T07:13:15.430388,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43745,2026-02-14T07:13:15.450881,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43746,2026-02-14T07:13:15.460643,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43748,2026-02-14T07:13:15.591426,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43760,2026-02-14T07:13:25.291137,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43761,2026-02-14T07:13:25.302849,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43762,2026-02-14T07:13:25.406303,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43763,2026-02-14T07:13:25.421918,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43764,2026-02-14T07:13:25.431679,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43765,2026-02-14T07:13:25.452175,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43766,2026-02-14T07:13:25.466814,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43767,2026-02-14T07:13:25.592716,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43778,2026-02-14T07:13:35.293752,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43779,2026-02-14T07:13:35.301560,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43780,2026-02-14T07:13:35.405992,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43781,2026-02-14T07:13:35.425511,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43782,2026-02-14T07:13:35.431367,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43783,2026-02-14T07:13:35.451864,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43784,2026-02-14T07:13:35.461624,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43785,2026-02-14T07:13:35.591427,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43796,2026-02-14T07:13:45.290768,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43797,2026-02-14T07:13:45.301505,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43798,2026-02-14T07:13:45.406910,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43799,2026-02-14T07:13:45.422528,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43800,2026-02-14T07:13:45.431315,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43801,2026-02-14T07:13:45.451810,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43802,2026-02-14T07:13:45.461567,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43803,2026-02-14T07:13:45.591374,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43816,2026-02-14T07:13:55.292729,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43817,2026-02-14T07:13:55.302490,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43818,2026-02-14T07:13:55.407894,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43819,2026-02-14T07:13:55.422534,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43820,2026-02-14T07:13:55.434246,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43821,2026-02-14T07:13:55.453765,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43822,2026-02-14T07:13:55.464501,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43823,2026-02-14T07:13:55.593333,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43834,2026-02-14T07:14:05.287447,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43835,2026-02-14T07:14:05.297210,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43836,2026-02-14T07:14:05.398711,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43837,2026-02-14T07:14:05.418231,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43838,2026-02-14T07:14:05.428965,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43839,2026-02-14T07:14:05.449461,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43840,2026-02-14T07:14:05.578293,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43841,2026-02-14T07:14:05.618307,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43852,2026-02-14T07:14:15.289130,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43853,2026-02-14T07:14:15.332074,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43854,2026-02-14T07:14:15.404297,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43855,2026-02-14T07:14:15.419912,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43856,2026-02-14T07:14:15.428697,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43857,2026-02-14T07:14:15.448215,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43858,2026-02-14T07:14:15.457975,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43859,2026-02-14T07:14:15.591685,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43872,2026-02-14T07:14:25.288401,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43873,2026-02-14T07:14:25.299139,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43874,2026-02-14T07:14:25.403568,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43875,2026-02-14T07:14:25.418208,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43876,2026-02-14T07:14:25.427969,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43877,2026-02-14T07:14:25.448464,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43878,2026-02-14T07:14:25.459200,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43879,2026-02-14T07:14:25.595837,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43890,2026-02-14T07:14:35.288923,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43891,2026-02-14T07:14:35.298681,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43892,2026-02-14T07:14:35.404088,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43893,2026-02-14T07:14:35.420680,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43894,2026-02-14T07:14:35.429464,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43895,2026-02-14T07:14:35.448984,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43896,2026-02-14T07:14:35.458744,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43897,2026-02-14T07:14:35.588549,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43908,2026-02-14T07:14:45.288615,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43909,2026-02-14T07:14:45.298373,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43910,2026-02-14T07:14:45.403779,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43911,2026-02-14T07:14:45.421349,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43912,2026-02-14T07:14:45.428179,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43913,2026-02-14T07:14:45.448677,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43914,2026-02-14T07:14:45.458435,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43915,2026-02-14T07:14:45.589219,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43926,2026-02-14T07:14:55.289354,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43927,2026-02-14T07:14:55.299113,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43928,2026-02-14T07:14:55.404521,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43929,2026-02-14T07:14:55.419159,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43930,2026-02-14T07:14:55.429896,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43931,2026-02-14T07:14:55.449415,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43932,2026-02-14T07:14:55.462104,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43935,2026-02-14T07:14:55.591909,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43946,2026-02-14T07:15:05.288932,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43947,2026-02-14T07:15:05.327972,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43948,2026-02-14T07:15:05.406052,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43949,2026-02-14T07:15:05.419718,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43950,2026-02-14T07:15:05.430451,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43951,2026-02-14T07:15:05.449971,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43952,2026-02-14T07:15:05.458755,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43953,2026-02-14T07:15:05.589537,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43964,2026-02-14T07:15:15.290118,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43965,2026-02-14T07:15:15.299879,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43966,2026-02-14T07:15:15.410166,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43967,2026-02-14T07:15:15.429686,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43968,2026-02-14T07:15:15.451157,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43969,2026-02-14T07:15:15.457013,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43970,2026-02-14T07:15:15.465797,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43971,2026-02-14T07:15:15.589747,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43983,2026-02-14T07:15:25.288978,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43984,2026-02-14T07:15:25.299714,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43985,2026-02-14T07:15:25.405123,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43986,2026-02-14T07:15:25.419760,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43987,2026-02-14T07:15:25.429519,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43988,2026-02-14T07:15:25.450017,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43989,2026-02-14T07:15:25.460751,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
43990,2026-02-14T07:15:25.591533,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44003,2026-02-14T07:15:35.390772,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44004,2026-02-14T07:15:35.401506,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44005,2026-02-14T07:15:35.507889,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44006,2026-02-14T07:15:35.534242,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44007,2026-02-14T07:15:35.541073,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44008,2026-02-14T07:15:35.557665,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44009,2026-02-14T07:15:35.572304,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44010,2026-02-14T07:15:35.691374,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44021,2026-02-14T07:15:45.387659,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44022,2026-02-14T07:15:45.397419,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44023,2026-02-14T07:15:45.502825,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44024,2026-02-14T07:15:45.517464,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44025,2026-02-14T07:15:45.527224,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44026,2026-02-14T07:15:45.547721,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44027,2026-02-14T07:15:45.557481,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44028,2026-02-14T07:15:45.694118,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44039,2026-02-14T07:15:55.388509,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44040,2026-02-14T07:15:55.399244,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44041,2026-02-14T07:15:55.499771,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44042,2026-02-14T07:15:55.520267,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44043,2026-02-14T07:15:55.530027,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44044,2026-02-14T07:15:55.550522,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44045,2026-02-14T07:15:55.629577,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44046,2026-02-14T07:15:55.690088,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44059,2026-02-14T07:16:05.390718,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44060,2026-02-14T07:16:05.400478,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44061,2026-02-14T07:16:05.506860,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44062,2026-02-14T07:16:05.521500,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44063,2026-02-14T07:16:05.531259,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44064,2026-02-14T07:16:05.551756,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44065,2026-02-14T07:16:05.562492,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44066,2026-02-14T07:16:05.692298,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44077,2026-02-14T07:16:15.387699,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44078,2026-02-14T07:16:15.397458,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44079,2026-02-14T07:16:15.502864,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44080,2026-02-14T07:16:15.517505,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44081,2026-02-14T07:16:15.527263,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44082,2026-02-14T07:16:15.547760,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44083,2026-02-14T07:16:15.557520,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44084,2026-02-14T07:16:15.688303,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44095,2026-02-14T07:16:25.387988,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44096,2026-02-14T07:16:25.398724,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44097,2026-02-14T07:16:25.530482,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44098,2026-02-14T07:16:25.547075,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44099,2026-02-14T07:16:25.553906,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44100,2026-02-14T07:16:25.561714,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44101,2026-02-14T07:16:25.627105,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44102,2026-02-14T07:16:25.688591,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44114,2026-02-14T07:16:35.389470,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44116,2026-02-14T07:16:35.411917,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44117,2026-02-14T07:16:35.504636,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44118,2026-02-14T07:16:35.519277,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44119,2026-02-14T07:16:35.528060,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44120,2026-02-14T07:16:35.548557,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44121,2026-02-14T07:16:35.559292,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44122,2026-02-14T07:16:35.689098,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44133,2026-02-14T07:16:45.389622,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44134,2026-02-14T07:16:45.399382,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44135,2026-02-14T07:16:45.503812,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44136,2026-02-14T07:16:45.523332,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44137,2026-02-14T07:16:45.530166,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44138,2026-02-14T07:16:45.548708,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44139,2026-02-14T07:16:45.559444,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44140,2026-02-14T07:16:45.689251,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44151,2026-02-14T07:16:55.388560,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44152,2026-02-14T07:16:55.399296,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44153,2026-02-14T07:16:55.499824,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44154,2026-02-14T07:16:55.519343,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44155,2026-02-14T07:16:55.530078,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44156,2026-02-14T07:16:55.549597,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44157,2026-02-14T07:16:55.559356,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44158,2026-02-14T07:16:55.690139,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44169,2026-02-14T07:17:05.391342,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44170,2026-02-14T07:17:05.401101,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44171,2026-02-14T07:17:05.506509,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44172,2026-02-14T07:17:05.523101,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44173,2026-02-14T07:17:05.532860,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44174,2026-02-14T07:17:05.555308,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
44175,2026-02-14T07:17:05.574827,normal,0,0,,normal,0,0,,,,,,,,0.0,10.0.19.35:102-10.0.19.39:56631
